"Buen día. Estimado(a) Dr. (a) Soporte deficiente, para la verificación del procedimiento es indispensable el ingreso y relación de imágenes: radiografía inicial, radiografía final y consentimiento informado, solo se relacionó radiografía final, favor revisar. Gracias!",SOPORTE DEFICIENTE
"Buen día. Estimado(a) Dr. (a) El soporte ingresado es deficiente, en el consentimiento informado esta incompleto, falta número de pieza",SOPORTE DEFICIENTE
"Buen día. Estimado(a) Dr. (a) El soporte ingresado es deficiente, para la verificación en indispensable ingresar imagen de aislamiento de campo operatorio, por favor ingresar y relacionar nuevamente.",SOPORTE DEFICIENTE
"Buen día. Estimado(a) Dr.(a) Se solicita diagnostico endodontico diente 15 ya que aparentemente no se observa restauración desadaptada con compromiso pulpar, ni lesión apical. Gracias!",SOLICITUD DIAGNOSTICO
"Buen día. Estimado(a) Dr.(a) Se solicita diagnostico endo - periodontal de la pieza 14, aparentemente no rehabilitable",SOLICITUD DIAGNOSTICO
"Buen día. Estimado(a) Dr.(a)  Se solicita diagnostico periodontal  de la pieza 34, aparentemente se evidencia lesión de furca",SOLICITUD DIAGNOSTICO
"Buen día. Estimado(a) Dr.(a) Se solicita diagnostico endodontico de laa pieza 16, aparentemente se evidecia caries radicular.",SOLICITUD DIAGNOSTICO
Buen día. Estimado(a) Dr.(a) Se solicita pronóstico periodontal diente 46 se observa retracción gingival extensa aparente compromiso de furca expuesta. Gracias!,SOLICITUD PRONOSTICO
"Buen día. Estimado(a) Dr.(a) Se solicita pronostico rehabilitador, aparentemente caries radicular, no se logra efecto ferrule",SOLICITUD PRONOSTICO
"Buen día. Estimado(a) Dr.(a) Se solicita pronostico endodontico, aparentemente se evidencia lesión apical extensa",SOLICITUD PRONOSTICO
"Buen día. Estimado(a) Dr.(a) Se solicita pronostico rehabilitador con resina, aparentemente se evidencia restauración extensa.",SOLICITUD PRONOSTICO
Buen día. Estimado(a) Dr.(a) Se solicita ingresar exodoncia diente 18 con el código 1048 Exodoncia simple terceros molares. Gracias!,CODIGO INCORRECTO
Buen día. Estimado(a) Dr.(a)  Se solicita ingresar código 1011 que corresponde a restauración cervical debido a la abfracción,CODIGO INCORRECTO
"Buen día. Estimado(a) Dr.(a)  Se solicita ingresar código 4003 Cirugia de terceros molares , debido a la complejidad del caso",CODIGO INCORRECTO
"Buen día. Estimado(a) Dr.(a)  Se solicita ingresar codigo 0010, ya que este incluye la profilaxis",CODIGO INCORRECTO
"Buen día. Estimado(a) Dr.(a) Según imagen relacionada se observa  restauración previa diente 44V, la cual aparentemente se evidencia desadaptada, con un poco de exceso de material se sugiere pulido y contorno gingival.",RESTAURACION DESADAPTADA 
"Buen día. Estimado(a) Dr.(a) En la imagen de la pieza 43 se evidencia restauración desadaptada, sobre contorno lo cual requiere pulido",RESTAURACION DESADAPTADA 
"Buen día. Estimado(a) Dr.(a) En la imagen  de la pieza 45 se evidencia amalgama desadaptada, no se evidencia aparente filtración.",RESTAURACION DESADAPTADA 
"Buen día. Estimado(a) Dr.(a)  En la imagen de la pieza 26 se evidencia resina con contorno marginal adecuado, se sugiere pulir",RESTAURACION DESADAPTADA 
Buen día. Estimado(a) Dr.(a) Según imagen relacionada se observa restauración diente 37OM aparentemente adaptada sin signos de caries secundaria y/o filtración.,RESTAURACION ADAPTADA
Buen día. Estimado(a) Dr.(a) Se evidencia amalgama adaptada no se evidencia recidiva de caries en la pieza 34O,RESTAURACION ADAPTADA
"Buen día. Estimado(a) Dr.(a) Se evidencia resina adaptada, borde marginales no se evidencia recidiva de caries ni aparente filtración.",RESTAURACION ADAPTADA
"Buen día. Estimado(a) Dr.(a) Según imagen relacionada se evidencia restauración de la pieza 44 O adaptada, restauración V defectuosa.",RESTAURACION ADAPTADA
"Buen día. Estimado(a) Dr.(a) La calidad de la imagen relacionada no es óptima, favor ingresar nueva imagen. Gracias!",IMAGEN RELACIONADA NO ES OPTIMA
"Buen día. Estimado (a)  Dr (a). Imagen no es óptima debido a la calidad del espejo, no se logra evidenciar pertinencia del tratamiento, por favor ingresar nueva imagen. Gracias!",IMAGEN RELACIONADA NO ES OPTIMA
"Buen día. Estimado(a) Dr.(a) La calidad de la imagen no es óptima, no se evidencia completamente la superficie oclusal",IMAGEN RELACIONADA NO ES OPTIMA
"Buen día. Estimado(a) Dr.(a) La calidad de la imagen no es óptima, no se evidencia  con claridad, por favor ingresar foco mas cercano a la supericie",IMAGEN RELACIONADA NO ES OPTIMA
"Buen día. Estimado(a) Dr.(a) Este procedimiento requiere informe de auditoría, el cual será enviado en el transcurso de la próxima semana.",REQUIERE INFORME DE AUDITORIA
"Buen día. Estimado(a) Dr.(a) El procedimiento requiere informe de auditoria, se evidencia raíz distal con sobre obturación.",REQUIERE INFORME DE AUDITORIA
Buen día. Estimado(a) Dr.(a) El procedimiento endodóntico requiere informe de auditoria se evidencia conducto distal tercio apical calcificado.,REQUIERE INFORME DE AUDITORIA
"Buen día. Estimado(a) Dr.(a) El procedimiento requiere informe de auditoria, se evidencia fractura de lima (evento adverso)",REQUIERE INFORME DE AUDITORIA
"Buen día. Estimado(a) Dr.(a), En la imagen se evidencia restauración extensa, mínimo remanente dentario, lo cual aparentemente se encuentra indicado corona, se solicita informarnos al respecto.",TRATAMIENTO NO INDICADO
"Buen día. Estimado(a) Dr.(a) En la imagen se evidencia caries radicular, no es posible rehabilitar, lo cual aparentemente esta indicado exodoncia",TRATAMIENTO NO INDICADO
"Buen día. Estimado(a) Dr.(a) En la imagen se evidencia pérdida ósea severa, lo cual aparentemente el tratamiento indicado es exodoncia",TRATAMIENTO NO INDICADO
"Buen día. Estimado(a) Dr.(a) En la imagen se evidencia soporte corono - radicular adecuado, aparentemente el tratammiento indicado es corona",TRATAMIENTO NO INDICADO
"Buen día.  Estimado (a)  Dr (a). Para la verificación de este procedimiento se solicita relacionar como soporte adicional radiografía, para evaluar presencia de caries interproximal. Gracias!",SOPORTE ADICIONAL
Buen día. Estimado(a) Dr.(a) Para la verificación de este procedimiento se solicita relacionar como soporte adicional radiografía periapical diente 24 con el fin de evaluar condición periodontal y endodontica para tratamiento de rehabilitación. Gracias!,SOPORTE ADICIONAL
Buen día. Estimado(a) Dr.(a) Para la verificación de este procedimiento se solicita relacionar como soporte adicional ficha clínica. Gracias!,SOPORTE ADICIONAL
"Buen día. Estimado(a) Dr.(a) Para la verificación de este procedimiento, por favor ingresar como soporte adicional el concepto del especialista",SOPORTE ADICIONAL
"Buen día. Estimado(a) Dr.(a). La imagen ingresada corresponde a Febrero 2015 (vencida), recuerde vigencia de imágenes 3 meses, favor ingresar imagen actual para la autorización del procedimiento. Gracias!",IMAGEN FECHA VENCIDA
"Buen día. Estimado(a) Dr.(a). La imagen corresponde al 2013, lo cual se encuentra vencida, por favor ingresar imagen actual",IMAGEN FECHA VENCIDA
"Buen día. Estimado(a) Dr.(a). Le recuerdo que la vigencia de imágenes es de 90 dias, la cual se encuentra vencida, por favor ingresar imagen actual",IMAGEN FECHA VENCIDA
Buen día. Estimado(a) Dr.(a) Según imagen relacionada diente 38OM el hallazgo aparentemente corresponde ICDAS 2. se sugiere tratamiento preventivo y seguimiento periódico.,ICDAS
"Buen día. Estimado(a) Dr.(a) En la imagen se evidencia aparente tejido sano, lo cual corresponde a ICDAS 0, se sugiere tratamiento preventivo",ICDAS
"Buen día. Estimado(a) Dr.(a) Según la imagen relacionada se evidencia mancha blanca, sin pérdida de tejido lo cual corresponde a aparentemente a  ICDAS 2, se sugiere tratamiento prreventivo y control",ICDAS
"Buen día. Estimado(a) Dr.(a) Se evidencia  mancha café, supericie lisa y brillante, lo cual corresponde aparentemente a ICDAS 1, se sugiere tratamiento preventivo",ICDAS
"Buen día. Estimado(a) Dr.(a) El procedimiento ha sido autorizado, este registra en el plan de tratamiento del paciente.",Autorizado 
"Estimado(a) Dr.(a). Según imagen relacionada se evidencia diente ausente,  Favor reevaluar caso. Gracias",DIENTE AUSENTE
Estimado(a) Dr.(a) Se cerró el caso,CASO CERRADO
" Estimado(a) Dr.(a). Procedimiento rechazado, ya que este fue propuesto  previamente. Favor verificar plan de tratamiento.",PROCEDIMIENTO PREVIAMENTE PROPUESTO
"Estimado(a) Dr.(a)   Se solicita relacionar nueva imagen con el fin de  reevaluar diagnostico. Favor responder mensaje una vez se relacione la imagen solicitada. Gracias
",SOLICITUD NUEVA IMAGEN PARA REEVALUAR DIAGNOSTICO
